"","ids","X.1","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp","lon_origin","lat_origin","lon_dest","lat_dest","fastest_time_in_s","fastest_distance_in_m","quietest_time_in_s","quietest_distance_in_m"
"4011",4010,4011,923733,"E02002373","E02002385",71,0,0,1,0,11,0,14,7,4,34,0,1177.5280843062,0.2370513674,16.8306470864,12.8306470864,-1.5813803838,53.8184752721,-1.5824764839,53.8079116016,294,1561,294,1561
"4013",4012,4013,923735,"E02002373","E02002387",7,0,0,1,3,0,0,2,1,0,0,0,3708.6998289738,0.1428853426,1.0001973984,1.0001973984,-1.5813803838,53.8184752721,-1.6352400439,53.808721822,1571,4231,1586,4296
"4014",4013,4014,923736,"E02002373","E02002388",5,0,0,0,0,0,0,0,1,0,4,0,2182.2534994762,0.1938979083,0.9694895416,0.9694895416,-1.5813803838,53.8184752721,-1.6102509195,53.8088425684,894,2876,917,2917
"4015",4014,4015,923737,"E02002373","E02002389",2,0,0,0,1,0,0,1,0,0,0,0,6034.9284054297,0.0897292492,0.1794584983,0.1794584983,-1.5813803838,53.8184752721,-1.4912905295,53.8084967192,1732,7103,1970,7694
"4016",4015,4016,923738,"E02002373","E02002390",6,0,0,0,3,0,0,2,0,1,0,0,7497.4600126285,0.0669730616,0.4018383693,-0.5981616307,-1.5813803838,53.8184752721,-1.4693922426,53.8062954254,2401,8875,3535,13401
"4017",4016,4017,923739,"E02002373","E02002391",7,0,0,1,1,0,0,4,0,1,0,0,5891.5825723634,0.0923389421,0.6463725945,-0.3536274055,-1.5813803838,53.8184752721,-1.6682097793,53.8056954082,1995,6623,2358,8180
"4018",4017,4018,923740,"E02002373","E02002392",232,0,0,2,35,3,0,45,9,17,121,0,2047.7416140156,0.1991850221,46.2109251175,29.2109251175,-1.5813803838,53.8184752721,-1.5609149148,53.8046175701,645,2497,758,2883
"4019",4018,4019,923741,"E02002373","E02002393",47,0,0,1,7,0,0,23,2,6,8,0,4095.0784024223,0.132259618,6.2162020471,0.2162020471,-1.5813803838,53.8184752721,-1.523831007,53.804524144,1146,4833,1209,4857
"4020",4019,4020,923742,"E02002373","E02002394",3,0,0,0,1,0,0,1,0,1,0,0,5024.1808155923,0.1098313834,0.3294941502,-0.6705058498,-1.5813803838,53.8184752721,-1.5096383515,53.8031039327,1598,6307,1603,6131
"4021",4020,4021,923743,"E02002373","E02002395",18,0,0,2,5,0,0,6,2,2,1,0,7531.9542121909,0.0665126152,1.1972270739,-0.8027729261,-1.5813803838,53.8184752721,-1.6932426898,53.8043391989,2658,8370,3359,11598
"4022",4021,4022,923744,"E02002373","E02002396",19,0,0,0,11,0,0,8,0,0,0,0,2744.3913794588,0.1732792056,3.2923049064,3.2923049064,-1.5813803838,53.8184752721,-1.611086847,53.8011739849,1362,3802,1385,3843
"4023",4022,4023,923745,"E02002373","E02002397",1,0,0,0,0,0,0,1,0,0,0,0,4769.6985497615,0.115566112,0.115566112,0.115566112,-1.5813803838,53.8184752721,-1.646020275,53.7991338977,2068,5854,2155,5937
"4025",4024,4025,923747,"E02002373","E02002399",13,0,0,0,2,0,0,7,2,0,0,2,6236.8678442735,0.0861774813,1.120307257,1.120307257,-1.5813803838,53.8184752721,-1.5026560497,53.78732075,1692,7028,1833,8761
"4026",4025,4026,923748,"E02002373","E02002400",69,0,0,0,16,2,1,23,2,7,18,0,2371.7232171066,0.186687824,12.8814598526,5.8814598526,-1.5813803838,53.8184752721,-1.5794874121,53.7971878792,975,3546,1052,3170
"4027",4026,4027,923749,"E02002373","E02002401",3,0,0,0,1,0,0,1,1,0,0,0,7576.810711671,0.0659185792,0.1977557377,0.1977557377,-1.5813803838,53.8184752721,-1.4836544556,53.7825528843,1980,8568,2093,10284
